"","song_id","pitch","duration","pitch_interval"
"1752",33,66,"1.5",2
"1753",33,74,"0.5",8
"1754",33,73,"0.5",-1
"1755",33,71,"0.5",-2
"1756",33,69,"1.5",-2
"1757",33,69,"0.5",0
"1758",33,68,"0.5",-1
"1759",33,71,"0.5",3
"1760",33,74,"0.5",3
"1761",33,68,"0.5",-6
"1762",33,69,"2.5",1
"1763",33,69,"0.5",0
"1764",33,69,"0.5",0
"1765",33,73,"0.5",4
"1766",33,76,"1.5",3
"1767",33,74,"0.5",-2
"1768",33,73,"0.5",-1
"1769",33,71,"0.5",-2
"1770",33,69,"0.5",-2
"1771",33,67,"0.5",-2
"1772",33,71,"0.5",4
"1773",33,69,"0.5",-2
"1774",33,66,"1.5",-3
"1775",33,69,"0.5",3
"1776",33,69,"0.5",0
"1777",33,73,"0.5",4
"1778",33,76,"1.5",3
"1779",33,74,"0.5",-2
"1780",33,73,"0.5",-1
"1781",33,71,"0.5",-2
"1782",33,69,"0.5",-2
"1783",33,67,"0.5",-2
"1784",33,71,"0.5",4
"1785",33,69,"0.5",-2
"1786",33,66,"1.5",-3
"1787",33,69,"0.5",3
"1788",33,71,"0.5",2
"1789",33,73,"0.5",2
"1790",33,74,"1.5",1
"1791",33,74,"0.5",0
"1792",33,78,"0.75",4
"1793",33,76,"0.25",-2
"1794",33,74,"0.5",-2
"1795",33,73,"0.5",-1
"1796",33,71,"2.5",-2
"1797",33,71,"0.5",0
"1798",33,73,"0.5",2
"1799",33,74,"0.5",1
"1800",33,69,"1.5",-5
"1801",33,69,"0.5",0
"1802",33,73,"0.5",4
"1803",33,71,"0.5",-2
"1804",33,69,"0.5",-2
"1805",33,67,"0.5",-2
"1806",33,66,"2.5",-1
"1927",37,62,"0.5",NA
"1928",37,67,"1.0",5
"1929",37,70,"1.0",3
"1930",37,69,"1.0",-1
"1931",37,74,"1.0",5
"1932",37,72,"0.5",-2
"1933",37,70,"0.5",-2
"1934",37,69,"0.5",-1
"1935",37,62,"0.5",-7
"1936",37,67,"1.0",5
"1937",37,70,"1.0",3
"1938",37,69,"1.0",-1
"1939",37,74,"1.0",5
"1940",37,72,"0.5",-2
"1941",37,70,"0.5",-2
"1942",37,69,"0.5",-1
"1943",37,69,"0.5",0
"1944",37,72,"0.5",3
"1945",37,72,"0.5",0
"1946",37,72,"0.5",0
"1947",37,74,"0.5",2
"1948",37,70,"0.5",-4
"1949",37,69,"0.5",-1
"1950",37,67,"0.5",-2
"1951",37,62,"0.5",-5
"1952",37,67,"1.0",5
"1953",37,70,"1.0",3
"1954",37,69,"1.0",-1
"1955",37,74,"1.0",5
"1956",37,70,"0.5",-4
"1957",37,69,"0.5",-1
"1958",37,67,"0.5",-2
"2023",39,62,"0.5",NA
"2024",39,71,"0.75",9
"2025",39,71,"0.25",0
"2026",39,69,"0.5",-2
"2027",39,67,"0.5",-2
"2028",39,72,"0.75",5
"2029",39,72,"0.25",0
"2030",39,66,"0.5",-6
"2031",39,66,"0.5",0
"2032",39,72,"0.75",6
"2033",39,72,"0.25",0
"2034",39,71,"0.5",-1
"2035",39,69,"0.5",-2
"2036",39,74,"1.5",5
"2037",39,71,"0.5",-3
"2038",39,74,"0.75",3
"2039",39,74,"0.25",0
"2040",39,72,"0.5",-2
"2041",39,71,"0.5",-1
"2042",39,76,"0.75",5
"2043",39,76,"0.25",0
"2044",39,66,"0.5",-10
"2045",39,64,"0.5",-2
"2046",39,62,"0.5",-2
"2047",39,72,"0.5",10
"2048",39,71,"0.5",-1
"2049",39,69,"0.5",-2
"2050",39,67,"1.5",-2
"2051",39,74,"0.5",7
"2052",39,71,"0.5",-3
"2053",39,74,"0.5",3
"2054",39,79,"0.75",5
"2055",39,74,"0.25",-5
"2056",39,78,"0.75",4
"2057",39,76,"0.25",-2
"2058",39,76,"0.5",0
"2059",39,76,"0.5",0
"2060",39,74,"0.5",-2
"2061",39,62,"0.5",-12
"2062",39,71,"0.5",9
"2063",39,69,"0.5",-2
"2064",39,67,"1.5",-2
"2343",46,72,"0.75",NA
"2344",46,74,"0.25",2
"2345",46,72,"0.5",-2
"2346",46,70,"0.5",-2
"2347",46,69,"0.5",-1
"2348",46,69,"0.25",0
"2349",46,69,"0.25",0
"2350",46,69,"0.5",0
"2351",46,67,"0.5",-2
"2352",46,69,"0.75",2
"2353",46,65,"0.25",-4
"2354",46,65,"0.5",0
"2355",46,69,"0.5",4
"2356",46,69,"1.0",0
"2357",46,67,"0.5",-2
"2358",46,67,"0.5",0
"2359",46,69,"0.75",2
"2360",46,67,"0.25",-2
"2361",46,69,"0.5",2
"2362",46,70,"0.5",1
"2363",46,72,"0.5",2
"2364",46,74,"0.5",2
"2365",46,72,"0.5",-2
"2366",46,67,"0.5",-5
"2367",46,69,"0.75",2
"2368",46,65,"0.25",-4
"2369",46,69,"0.5",4
"2370",46,67,"0.5",-2
"2371",46,67,"1.0",0
"2372",46,65,"1.0",-2
"2442",48,59,"0.5",NA
"2443",48,64,"0.5",5
"2444",48,64,"0.5",0
"2445",48,64,"0.25",0
"2446",48,66,"0.25",2
"2447",48,68,"0.25",2
"2448",48,69,"0.25",1
"2449",48,71,"0.5",2
"2450",48,71,"0.5",0
"2451",48,71,"1.0",0
"2452",48,64,"0.5",-7
"2453",48,64,"0.5",0
"2454",48,64,"0.25",0
"2455",48,66,"0.25",2
"2456",48,68,"0.25",2
"2457",48,69,"0.25",1
"2458",48,71,"0.5",2
"2459",48,59,"0.5",-12
"2460",48,59,"1.0",0
"2461",48,64,"0.5",5
"2462",48,64,"0.5",0
"2463",48,64,"0.25",0
"2464",48,66,"0.25",2
"2465",48,68,"0.25",2
"2466",48,69,"0.25",1
"2467",48,71,"0.5",2
"2468",48,71,"0.5",0
"2469",48,71,"1.0",0
"2470",48,73,"0.75",2
"2471",48,75,"0.25",2
"2472",48,78,"0.25",3
"2473",48,76,"0.25",-2
"2474",48,75,"0.25",-1
"2475",48,73,"0.25",-2
"2476",48,71,"0.5",-2
"2477",48,71,"0.5",0
"2478",48,71,"1.0",0
"2479",48,69,"0.75",-2
"2480",48,71,"0.25",2
"2481",48,75,"0.25",4
"2482",48,73,"0.25",-2
"2483",48,71,"0.25",-2
"2484",48,69,"0.25",-2
"2485",48,68,"0.75",-1
"2486",48,71,"0.25",3
"2487",48,76,"0.25",5
"2488",48,71,"0.25",-5
"2489",48,68,"0.25",-3
"2490",48,64,"0.25",-4
"2491",48,66,"0.5",2
"2492",48,73,"0.5",7
"2493",48,71,"0.5",-2
"2494",48,63,"0.5",-8
"2495",48,64,"1.5",1
"2496",49,65,"0.25",NA
"2497",49,69,"0.25",4
"2498",49,72,"0.5",3
"2499",49,72,"0.5",0
"2500",49,72,"0.25",0
"2501",49,77,"0.25",5
"2502",49,69,"0.25",-8
"2503",49,72,"0.25",3
"2504",49,70,"0.5",-2
"2505",49,67,"1.0",-3
"2506",49,67,"0.5",0
"2507",49,69,"0.25",2
"2508",49,72,"0.25",3
"2509",49,69,"0.25",-3
"2510",49,65,"0.25",-4
"2511",49,67,"0.25",2
"2512",49,70,"0.25",3
"2513",49,67,"0.25",-3
"2514",49,64,"0.25",-3
"2515",49,65,"1.5",1
"2516",49,65,"0.25",0
"2517",49,69,"0.25",4
"2518",49,72,"0.5",3
"2519",49,72,"0.5",0
"2520",49,72,"0.25",0
"2521",49,77,"0.25",5
"2522",49,69,"0.25",-8
"2523",49,72,"0.25",3
"2524",49,70,"0.5",-2
"2525",49,67,"1.0",-3
"2526",49,67,"0.5",0
"2527",49,69,"0.25",2
"2528",49,72,"0.25",3
"2529",49,69,"0.25",-3
"2530",49,65,"0.25",-4
"2531",49,67,"0.25",2
"2532",49,70,"0.25",3
"2533",49,67,"0.25",-3
"2534",49,64,"0.25",-3
"2535",49,65,"1.5",1
"2536",49,67,"0.5",2
"2537",49,69,"0.5",2
"2538",49,72,"0.5",3
"2539",49,77,"0.25",5
"2540",49,72,"0.25",-5
"2541",49,70,"0.25",-2
"2542",49,69,"0.25",-1
"2543",49,69,"0.5",0
"2544",49,67,"1.0",-2
"2545",49,65,"0.25",-2
"2546",49,67,"0.25",2
"2547",49,69,"0.5",2
"2548",49,72,"0.5",3
"2549",49,77,"0.25",5
"2550",49,72,"0.25",-5
"2551",49,70,"0.25",-2
"2552",49,69,"0.25",-1
"2553",49,69,"0.5",0
"2554",49,67,"1.0",-2
"2555",49,65,"0.25",-2
"2556",49,69,"0.25",4
"2557",49,72,"0.5",3
"2558",49,72,"0.5",0
"2559",49,72,"0.25",0
"2560",49,77,"0.25",5
"2561",49,69,"0.25",-8
"2562",49,72,"0.25",3
"2563",49,70,"0.5",-2
"2564",49,67,"1.0",-3
"2565",49,70,"0.5",3
"2566",49,69,"0.25",-1
"2567",49,72,"0.25",3
"2568",49,69,"0.25",-3
"2569",49,65,"0.25",-4
"2570",49,67,"0.25",2
"2571",49,70,"0.25",3
"2572",49,67,"0.25",-3
"2573",49,64,"0.25",-3
"2574",49,65,"1.5",1
"2707",52,72,"0.5",NA
"2708",52,72,"0.5",0
"2709",52,72,"0.75",0
"2710",52,70,"0.25",-2
"2711",52,69,"0.5",-1
"2712",52,69,"0.5",0
"2713",52,69,"0.75",0
"2714",52,67,"0.25",-2
"2715",52,65,"0.5",-2
"2716",52,69,"0.5",4
"2717",52,74,"0.75",5
"2718",52,72,"0.25",-2
"2719",52,72,"0.5",0
"2720",52,70,"0.5",-2
"2721",52,70,"1.0",0
"2722",52,70,"0.5",0
"2723",52,70,"0.5",0
"2724",52,70,"0.75",0
"2725",52,69,"0.25",-1
"2726",52,67,"0.5",-2
"2727",52,67,"0.5",0
"2728",52,67,"0.75",0
"2729",52,65,"0.25",-2
"2730",52,64,"0.5",-1
"2731",52,67,"0.5",3
"2732",52,72,"0.75",5
"2733",52,70,"0.25",-2
"2734",52,70,"0.5",0
"2735",52,69,"0.5",-1
"2736",52,69,"1.0",0
"2737",53,62,"0.5",NA
"2738",53,67,"1.0",5
"2739",53,70,"1.0",3
"2740",53,69,"1.0",-1
"2741",53,74,"1.0",5
"2742",53,72,"0.5",-2
"2743",53,70,"0.5",-2
"2744",53,69,"0.5",-1
"2745",53,62,"0.5",-7
"2746",53,67,"1.0",5
"2747",53,70,"1.0",3
"2748",53,69,"1.0",-1
"2749",53,74,"1.0",5
"2750",53,72,"0.5",-2
"2751",53,70,"0.5",-2
"2752",53,69,"0.5",-1
"2753",53,70,"0.5",1
"2754",53,72,"0.5",2
"2755",53,72,"0.5",0
"2756",53,72,"0.5",0
"2757",53,74,"0.5",2
"2758",53,70,"0.5",-4
"2759",53,69,"0.5",-1
"2760",53,67,"0.5",-2
"2761",53,62,"0.5",-5
"2762",53,67,"1.0",5
"2763",53,69,"1.0",2
"2764",53,70,"0.5",1
"2765",53,72,"0.5",2
"2766",53,74,"1.0",2
"2767",53,70,"1.0",-4
"2768",53,69,"0.5",-1
"2769",53,67,"0.5",-2
"2770",53,67,"1.5",0
"2857",55,72,"0.5",NA
"2858",55,72,"0.75",0
"2859",55,70,"0.25",-2
"2860",55,69,"0.5",-1
"2861",55,72,"0.5",3
"2862",55,72,"0.75",0
"2863",55,70,"0.25",-2
"2864",55,69,"0.5",-1
"2865",55,69,"0.5",0
"2866",55,72,"0.5",3
"2867",55,74,"0.5",2
"2868",55,72,"0.5",-2
"2869",55,74,"0.5",2
"2870",55,72,"1.0",-2
"2871",55,69,"1.0",-3
"2872",55,72,"0.5",3
"2873",55,74,"0.5",2
"2874",55,72,"0.5",-2
"2875",55,74,"0.5",2
"2876",55,72,"1.0",-2
"2877",55,65,"1.0",-7
"2878",55,72,"0.5",7
"2879",55,74,"0.5",2
"2880",55,72,"0.5",-2
"2881",55,74,"0.5",2
"2882",55,72,"1.0",-2
"2883",55,65,"0.5",-7
"2927",57,62,"0.5",NA
"2928",57,67,"0.5",5
"2929",57,67,"0.5",0
"2930",57,67,"0.5",0
"2931",57,67,"0.5",0
"2932",57,67,"1.0",0
"2933",57,66,"0.5",-1
"2934",57,67,"0.5",1
"2935",57,69,"1.0",2
"2936",57,66,"2.0",-3
"2937",57,66,"0.5",0
"2938",57,67,"0.5",1
"2939",57,69,"1.0",2
"2940",57,69,"0.5",0
"2941",57,69,"0.5",0
"2942",57,69,"1.0",0
"2943",57,67,"0.5",-2
"2944",57,69,"0.5",2
"2945",57,71,"1.0",2
"2946",57,67,"2.0",-4
