"","song_id","pitch","duration","pitch_interval"
"389",7,60,"0.5",NA
"390",7,65,"0.5",5
"391",7,60,"0.5",-5
"392",7,65,"0.5",5
"393",7,67,"0.5",2
"394",7,69,"1.5",2
"395",7,70,"0.5",1
"396",7,72,"0.75",2
"397",7,70,"0.25",-2
"398",7,69,"0.5",-1
"399",7,72,"0.5",3
"400",7,77,"0.5",5
"401",7,72,"0.5",-5
"402",7,70,"0.5",-2
"403",7,69,"0.5",-1
"404",7,67,"1.5",-2
"405",7,72,"0.5",5
"406",7,74,"0.5",2
"407",7,72,"0.5",-2
"408",7,74,"0.5",2
"409",7,76,"0.5",2
"410",7,77,"0.5",1
"411",7,76,"0.25",-1
"412",7,74,"0.25",-2
"413",7,72,"0.5",-2
"414",7,70,"0.5",-2
"415",7,69,"0.5",-1
"416",7,69,"0.5",0
"417",7,72,"0.25",3
"418",7,70,"0.25",-2
"419",7,67,"0.5",-3
"420",7,65,"1.5",-2
"421",8,72,"0.5",NA
"422",8,74,"0.5",2
"423",8,72,"0.5",-2
"424",8,74,"0.5",2
"425",8,72,"1.0",-2
"426",8,69,"1.0",-3
"427",8,72,"0.5",3
"428",8,74,"0.5",2
"429",8,72,"0.5",-2
"430",8,74,"0.5",2
"431",8,72,"1.0",-2
"432",8,69,"1.0",-3
"433",8,72,"1.0",3
"434",8,72,"0.5",0
"435",8,74,"0.5",2
"436",8,72,"0.5",-2
"437",8,72,"0.5",0
"438",8,69,"1.0",-3
"439",8,72,"1.0",3
"440",8,72,"0.5",0
"441",8,74,"0.5",2
"442",8,72,"0.5",-2
"443",8,72,"0.5",0
"444",8,69,"1.0",-3
"445",8,65,"0.5",-4
"446",8,65,"0.5",0
"447",8,60,"1.0",-5
"448",8,65,"1.0",5
"449",8,65,"1.0",0
"450",8,65,"0.5",0
"451",8,65,"0.5",0
"452",8,60,"1.0",-5
"453",8,65,"1.0",5
"454",8,65,"1.0",0
"455",8,72,"0.25",7
"456",8,72,"0.25",0
"457",8,70,"0.25",-2
"458",8,70,"0.25",0
"459",8,69,"0.25",-1
"460",8,69,"0.25",0
"461",8,67,"0.25",-2
"462",8,67,"0.25",0
"463",8,65,"2.0",-2
"464",9,65,"0.5",NA
"465",9,65,"0.5",0
"466",9,70,"0.5",5
"467",9,70,"0.5",0
"468",9,70,"0.5",0
"469",9,69,"0.5",-1
"470",9,72,"0.5",3
"471",9,70,"1.0",-2
"472",9,69,"0.5",-1
"473",9,72,"0.5",3
"474",9,70,"0.5",-2
"475",9,74,"0.5",4
"476",9,72,"0.5",-2
"477",9,70,"0.5",-2
"478",9,69,"0.5",-1
"479",9,67,"0.5",-2
"480",9,65,"0.5",-2
"481",9,69,"0.5",4
"482",9,72,"0.5",3
"483",9,72,"0.5",0
"484",9,72,"0.5",0
"485",9,72,"0.5",0
"486",9,77,"0.5",5
"487",9,77,"0.5",0
"488",9,65,"1.5",-12
"489",9,72,"0.25",7
"490",9,74,"0.25",2
"491",9,75,"0.5",1
"492",9,75,"0.5",0
"493",9,75,"0.5",0
"494",9,72,"0.5",-3
"495",9,74,"0.5",2
"496",9,74,"0.25",0
"497",9,74,"0.25",0
"498",9,74,"0.5",0
"499",9,70,"0.5",-4
"500",9,72,"0.5",2
"501",9,72,"0.5",0
"502",9,72,"0.5",0
"503",9,69,"0.5",-3
"504",9,70,"0.5",1
"505",9,74,"0.5",4
"506",9,77,"0.5",3
"507",9,72,"0.25",-5
"508",9,74,"0.25",2
"509",9,75,"0.5",1
"510",9,75,"0.5",0
"511",9,75,"0.5",0
"512",9,72,"0.5",-3
"513",9,74,"0.5",2
"514",9,74,"0.25",0
"515",9,74,"0.25",0
"516",9,74,"0.5",0
"517",9,70,"0.5",-4
"518",9,72,"0.5",2
"519",9,72,"0.5",0
"520",9,69,"0.5",-3
"521",9,69,"0.5",0
"522",9,70,"1.5",1
"837",16,72,"1.0",NA
"838",16,72,"0.5",0
"839",16,74,"0.5",2
"840",16,72,"0.75",-2
"841",16,70,"0.25",-2
"842",16,69,"0.5",-1
"843",16,69,"0.5",0
"844",16,70,"0.5",1
"845",16,70,"0.5",0
"846",16,67,"0.5",-3
"847",16,67,"0.5",0
"848",16,69,"2.0",2
"849",16,67,"0.75",-2
"850",16,69,"0.25",2
"851",16,70,"0.5",1
"852",16,67,"0.5",-3
"853",16,69,"0.75",2
"854",16,70,"0.25",1
"855",16,72,"0.5",2
"856",16,69,"0.5",-3
"857",16,67,"0.75",-2
"858",16,69,"0.25",2
"859",16,70,"0.5",1
"860",16,67,"0.5",-3
"861",16,69,"0.75",2
"862",16,70,"0.25",1
"863",16,72,"1.0",2
"864",16,72,"1.0",0
"865",16,72,"0.5",0
"866",16,74,"0.5",2
"867",16,72,"0.75",-2
"868",16,70,"0.25",-2
"869",16,69,"0.5",-1
"870",16,69,"0.5",0
"871",16,70,"0.5",1
"872",16,70,"0.5",0
"873",16,67,"0.5",-3
"874",16,67,"0.5",0
"875",16,65,"2.0",-2
"956",19,60,"0.5",NA
"957",19,65,"1.0",5
"958",19,65,"1.0",0
"959",19,67,"1.0",2
"960",19,67,"1.0",0
"961",19,69,"1.0",2
"962",19,69,"0.5",0
"963",19,67,"0.5",-2
"964",19,65,"1.5",-2
"965",19,65,"0.5",0
"966",19,67,"1.0",2
"967",19,67,"1.0",0
"968",19,69,"0.5",2
"969",19,72,"0.5",3
"970",19,72,"1.0",0
"971",19,72,"0.5",0
"972",19,70,"0.5",-2
"973",19,67,"1.0",-3
"974",19,65,"2.0",-2
"975",19,65,"0.5",0
"976",19,67,"0.5",2
"977",19,69,"0.5",2
"978",19,70,"0.5",1
"979",19,72,"0.75",2
"980",19,72,"0.25",0
"981",19,72,"1.0",0
"982",19,74,"1.0",2
"983",19,77,"0.5",3
"984",19,74,"0.5",-3
"985",19,72,"2.0",-2
"986",19,72,"0.5",0
"987",19,70,"0.5",-2
"988",19,70,"1.0",0
"989",19,69,"0.5",-1
"990",19,72,"0.5",3
"991",19,72,"1.0",0
"992",19,72,"0.5",0
"993",19,70,"0.5",-2
"994",19,67,"1.0",-3
"995",19,65,"1.5",-2
"996",20,72,"1.0",NA
"997",20,69,"1.0",-3
"998",20,72,"1.0",3
"999",20,69,"1.0",-3
"1000",20,72,"0.5",3
"1001",20,72,"0.5",0
"1002",20,69,"1.0",-3
"1003",20,72,"0.5",3
"1004",20,72,"0.5",0
"1005",20,69,"1.0",-3
"1006",20,72,"0.75",3
"1007",20,72,"0.25",0
"1008",20,72,"0.5",0
"1009",20,74,"0.5",2
"1010",20,72,"1.0",-2
"1011",20,69,"0.75",-3
"1012",20,70,"0.25",1
"1013",20,72,"1.0",2
"1014",20,69,"0.5",-3
"1015",20,70,"0.5",1
"1016",20,72,"1.0",2
"1017",20,69,"0.5",-3
"1018",20,65,"0.5",-4
"1019",20,72,"0.5",7
"1020",20,72,"0.5",0
"1021",20,72,"0.5",0
"1022",20,74,"0.5",2
"1023",20,72,"1.0",-2
"1024",20,69,"0.75",-3
"1025",20,70,"0.25",1
"1026",20,72,"0.75",2
"1027",20,70,"0.25",-2
"1028",20,69,"0.5",-1
"1029",20,70,"0.5",1
"1030",20,72,"0.75",2
"1031",20,70,"0.25",-2
"1032",20,69,"0.5",-1
"1033",20,65,"0.5",-4
"1034",20,65,"0.5",0
"1035",20,67,"0.5",2
"1036",20,69,"0.5",2
"1037",20,70,"0.5",1
"1038",20,72,"0.5",2
"1039",20,72,"0.25",0
"1040",20,70,"0.25",-2
"1041",20,69,"0.5",-1
"1042",20,72,"0.5",3
"1043",20,72,"1.0",0
"1044",20,69,"0.5",-3
"1045",20,72,"0.5",3
"1046",20,72,"1.0",0
"1047",20,69,"0.5",-3
"1048",20,67,"0.5",-2
"1049",20,72,"0.5",5
"1050",20,72,"0.5",0
"1051",20,72,"0.5",0
"1052",20,74,"0.5",2
"1053",20,72,"1.0",-2
"1054",20,69,"0.5",-3
"1055",20,65,"0.5",-4
"1056",20,72,"1.5",7
"1057",20,65,"0.5",-7
"1058",20,72,"1.5",7
"1059",20,72,"0.5",0
"1060",20,72,"0.5",0
"1061",20,72,"0.5",0
"1062",20,72,"0.5",0
"1063",20,74,"0.5",2
"1064",20,72,"1.5",-2
"1065",20,65,"0.5",-7
"1066",20,72,"1.5",7
"1067",20,65,"0.5",-7
"1068",20,72,"1.5",7
"1069",20,65,"0.5",-7
"1070",20,72,"0.5",7
"1071",20,72,"0.5",0
"1072",20,72,"0.5",0
"1073",20,74,"0.5",2
"1074",20,72,"2.0",-2
"1096",22,69,"0.5",NA
"1097",22,72,"0.5",3
"1098",22,72,"0.5",0
"1099",22,69,"0.5",-3
"1100",22,67,"0.5",-2
"1101",22,70,"0.5",3
"1102",22,70,"0.5",0
"1103",22,67,"0.5",-3
"1104",22,65,"0.5",-2
"1105",22,69,"0.5",4
"1106",22,69,"0.5",0
"1107",22,65,"0.5",-4
"1108",22,67,"0.5",2
"1109",22,64,"0.5",-3
"1110",22,60,"1.0",-4
"1111",22,69,"0.5",9
"1112",22,72,"0.5",3
"1113",22,72,"0.5",0
"1114",22,69,"0.5",-3
"1115",22,67,"0.5",-2
"1116",22,70,"0.5",3
"1117",22,70,"0.5",0
"1118",22,67,"0.5",-3
"1119",22,69,"0.5",2
"1120",22,65,"0.5",-4
"1121",22,67,"0.5",2
"1122",22,64,"0.5",-3
"1123",22,65,"2.0",1
"1124",22,74,"0.5",9
"1125",22,74,"0.5",0
"1126",22,74,"0.5",0
"1127",22,77,"0.5",3
"1128",22,72,"0.5",-5
"1129",22,72,"0.5",0
"1130",22,72,"1.0",0
"1131",22,70,"0.5",-2
"1132",22,70,"0.5",0
"1133",22,70,"0.5",0
"1134",22,72,"0.25",2
"1135",22,70,"0.25",-2
"1136",22,69,"0.5",-1
"1137",22,69,"0.5",0
"1138",22,69,"1.0",0
"1139",22,69,"0.5",0
"1140",22,65,"0.5",-4
"1141",22,70,"0.5",5
"1142",22,67,"0.5",-3
"1143",22,72,"0.5",5
"1144",22,69,"0.5",-3
"1145",22,70,"0.5",1
"1146",22,67,"0.5",-3
"1147",22,69,"0.5",2
"1148",22,65,"0.5",-4
"1149",22,70,"0.5",5
"1150",22,67,"0.5",-3
"1151",22,72,"0.5",5
"1152",22,69,"0.5",-3
"1153",22,70,"0.5",1
"1154",22,67,"0.5",-3
"1155",22,69,"0.5",2
"1156",22,65,"0.5",-4
"1157",22,67,"0.5",2
"1158",22,64,"0.5",-3
"1159",22,65,"2.0",1
"1160",22,74,"0.5",9
"1161",22,74,"0.5",0
"1162",22,74,"0.5",0
"1163",22,76,"0.25",2
"1164",22,74,"0.25",-2
"1165",22,72,"0.5",-2
"1166",22,72,"0.5",0
"1167",22,72,"0.5",0
"1168",22,74,"0.25",2
"1169",22,72,"0.25",-2
"1170",22,70,"0.5",-2
"1171",22,70,"0.5",0
"1172",22,70,"0.5",0
"1173",22,72,"0.25",2
"1174",22,70,"0.25",-2
"1175",22,69,"0.5",-1
"1176",22,69,"0.5",0
"1177",22,69,"0.5",0
"1178",22,70,"0.25",1
"1179",22,69,"0.25",-1
"1180",22,67,"0.5",-2
"1181",22,67,"0.5",0
"1182",22,67,"0.5",0
"1183",22,69,"0.25",2
"1184",22,67,"0.25",-2
"1185",22,65,"2.0",-2
"1186",23,67,"0.75",NA
"1187",23,69,"0.25",2
"1188",23,71,"0.5",2
"1189",23,72,"0.5",1
"1190",23,74,"0.75",2
"1191",23,76,"0.25",2
"1192",23,74,"0.5",-2
"1193",23,71,"0.5",-3
"1194",23,72,"0.75",1
"1195",23,71,"0.25",-1
"1196",23,72,"0.5",1
"1197",23,74,"0.5",2
"1198",23,71,"0.75",-3
"1199",23,69,"0.25",-2
"1200",23,71,"0.5",2
"1201",23,62,"0.5",-9
"1202",23,67,"0.5",5
"1203",23,67,"0.5",0
"1204",23,69,"0.5",2
"1205",23,69,"0.5",0
"1206",23,71,"0.5",2
"1207",23,74,"0.5",3
"1208",23,74,"0.5",0
"1209",23,62,"0.5",-12
"1210",23,67,"0.5",5
"1211",23,67,"0.5",0
"1212",23,69,"0.5",2
"1213",23,69,"0.5",0
"1214",23,71,"0.5",2
"1215",23,74,"0.5",3
"1216",23,74,"1.0",0
"1217",23,71,"0.5",-3
"1218",23,74,"0.5",3
"1219",23,67,"1.0",-7
"1220",23,71,"0.5",4
"1221",23,74,"0.5",3
"1222",23,67,"1.0",-7
"1223",23,69,"0.5",2
"1224",23,69,"0.5",0
"1225",23,71,"0.5",2
"1226",23,71,"0.5",0
"1227",23,74,"0.5",3
"1228",23,74,"0.5",0
"1229",23,67,"1.0",-7
"1588",30,62,"0.5",NA
"1589",30,62,"0.5",0
"1590",30,67,"0.5",5
"1591",30,67,"0.5",0
"1592",30,67,"0.5",0
"1593",30,66,"0.5",-1
"1594",30,69,"0.25",3
"1595",30,69,"0.25",0
"1596",30,69,"0.5",0
"1597",30,69,"0.5",0
"1598",30,71,"0.5",2
"1599",30,71,"0.5",0
"1600",30,74,"0.5",3
"1601",30,71,"0.5",-3
"1602",30,69,"1.0",-2
"1603",30,69,"1.0",0
"1604",30,69,"0.5",0
"1605",30,69,"0.5",0
"1606",30,71,"0.5",2
"1607",30,72,"0.5",1
"1608",30,74,"1.0",2
"1609",30,74,"1.0",0
"1610",30,79,"2.0",5
"1611",30,74,"2.0",-5
"1612",30,71,"0.5",-3
"1613",30,71,"0.25",0
"1614",30,71,"0.25",0
"1615",30,69,"0.5",-2
"1616",30,69,"0.5",0
"1617",30,67,"0.5",-2
"1618",30,66,"0.5",-1
"1619",30,67,"0.5",1
"1695",32,72,"1.0",NA
"1696",32,72,"1.0",0
"1697",32,70,"0.3333333333333335",-2
"1698",32,69,"1/3",-1
"1699",32,67,"0.3333333333333335",-2
"1700",32,65,"1.0",-2
"1701",32,65,"0.5",0
"1702",32,69,"0.5",4
"1703",32,72,"0.5",3
"1704",32,72,"0.25",0
"1705",32,72,"0.25",0
"1706",32,70,"0.5",-2
"1707",32,67,"0.5",-3
"1708",32,65,"1.0",-2
"1709",32,65,"0.5",0
"1710",32,65,"0.5",0
"1711",32,65,"0.5",0
"1712",32,60,"0.5",-5
"1713",32,65,"0.5",5
"1714",32,67,"0.5",2
"1715",32,69,"1.0",2
"1716",32,72,"1.0",3
"1717",32,70,"1.0",-2
"1718",32,70,"0.3333333333333339",0
"1719",32,69,"1/3",-1
"1720",32,67,"0.3333333333333339",-2
"1721",32,65,"1.0",-2
"1722",33,69,"0.5",NA
"1723",33,69,"0.5",0
"1724",33,67,"0.5",-2
"1725",33,66,"1.5",-1
"1726",33,66,"0.5",0
"1727",33,69,"0.5",3
"1728",33,67,"0.5",-2
"1729",33,66,"0.5",-1
"1730",33,64,"0.5",-2
"1731",33,64,"1.0",0
"1732",33,66,"1.5",2
"1733",33,62,"0.5",-4
"1734",33,64,"0.5",2
"1735",33,66,"0.5",2
"1736",33,67,"1.5",1
"1737",33,69,"0.5",2
"1738",33,66,"1.0",-3
"1739",33,69,"0.75",3
"1740",33,66,"0.25",-3
"1741",33,64,"2.5",-2
"1742",33,69,"0.5",5
"1743",33,69,"0.5",0
"1744",33,67,"0.5",-2
"1745",33,66,"1.5",-1
"1746",33,66,"0.5",0
"1747",33,69,"0.5",3
"1748",33,67,"0.5",-2
"1749",33,66,"0.5",-1
"1750",33,64,"0.5",-2
"1751",33,64,"1.0",0
